epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,299.075,0.38665,0.47823,0.25193,0.78554,0.99506,0.99567,0.995,0.94915,0.99506,0.99567,0.995,0.78861,0.34138,0.55256,0.23959,0.78469,0.000461067,0.000461067,0.000461067
118,301.539,0.40445,0.48574,0.26094,0.78197,1,0.99435,0.995,0.94696,1,0.99435,0.995,0.79277,0.33756,0.54058,0.23806,0.78472,0.0004478,0.0004478,0.0004478
119,303.847,0.39723,0.48745,0.25839,0.78013,1,0.9952,0.995,0.9429,1,0.9952,0.995,0.78897,0.34367,0.55369,0.23219,0.78595,0.000434533,0.000434533,0.000434533
120,306.21,0.38887,0.48401,0.25556,0.78473,1,0.99462,0.995,0.94311,1,0.99462,0.995,0.79407,0.33931,0.55343,0.23094,0.78505,0.000421267,0.000421267,0.000421267
121,308.634,0.38747,0.46552,0.25525,0.78132,0.99505,0.99567,0.99496,0.94362,0.99505,0.99567,0.99496,0.79604,0.33709,0.55604,0.23077,0.78427,0.000408,0.000408,0.000408
122,310.923,0.39197,0.47071,0.25186,0.78797,0.99071,0.99567,0.99496,0.94259,0.99071,0.99567,0.99496,0.78184,0.3417,0.57268,0.23688,0.78611,0.000394733,0.000394733,0.000394733
123,313.306,0.3802,0.47046,0.24718,0.78219,0.99963,0.98701,0.99491,0.94495,0.99963,0.98701,0.99491,0.78626,0.33582,0.57274,0.23799,0.78436,0.000381467,0.000381467,0.000381467
124,315.624,0.38803,0.49699,0.25429,0.77877,0.98717,0.99951,0.99496,0.94346,0.98682,0.99134,0.99382,0.78354,0.33057,0.56027,0.23284,0.78395,0.0003682,0.0003682,0.0003682
125,318.085,0.39615,0.48298,0.25366,0.77745,1,0.99066,0.995,0.93988,0.99563,0.98633,0.99382,0.77144,0.34438,0.5695,0.23809,0.78493,0.000354933,0.000354933,0.000354933
126,320.44,0.37556,0.47258,0.24622,0.78218,1,0.99476,0.995,0.94313,0.99565,0.99043,0.99378,0.78555,0.32988,0.5434,0.23014,0.78303,0.000341667,0.000341667,0.000341667
127,322.882,0.38745,0.49445,0.25262,0.78075,0.99981,0.99567,0.995,0.9447,0.99546,0.99134,0.99365,0.7869,0.32951,0.53645,0.23003,0.78361,0.0003284,0.0003284,0.0003284
128,325.197,0.40574,0.50145,0.25645,0.77876,0.99981,0.99567,0.995,0.94641,0.99981,0.99567,0.995,0.79103,0.32693,0.53567,0.2306,0.78263,0.000315133,0.000315133,0.000315133
129,327.849,0.38699,0.48065,0.24844,0.78207,1,0.99465,0.995,0.94962,1,0.99465,0.995,0.79479,0.32718,0.53356,0.23054,0.78227,0.000301867,0.000301867,0.000301867
130,330.643,0.39296,0.48113,0.25199,0.78558,0.99073,0.99567,0.99496,0.9505,0.98643,0.99134,0.99333,0.78497,0.32274,0.53981,0.23312,0.78293,0.0002886,0.0002886,0.0002886
131,333.123,0.38364,0.48933,0.24825,0.78198,0.99138,0.99535,0.99487,0.94744,0.98706,0.99102,0.9935,0.77704,0.32246,0.55553,0.22884,0.78294,0.000275333,0.000275333,0.000275333
132,335.617,0.38376,0.47956,0.25,0.78258,0.99092,0.99134,0.99487,0.94832,0.99092,0.99134,0.99487,0.78509,0.32654,0.5557,0.23148,0.78356,0.000262067,0.000262067,0.000262067
133,338.158,0.38603,0.48614,0.24942,0.78726,0.99082,0.99134,0.99487,0.94742,0.99082,0.99134,0.99487,0.791,0.32537,0.54815,0.23371,0.78301,0.0002488,0.0002488,0.0002488
134,340.653,0.37682,0.46878,0.2467,0.78458,0.99565,0.99075,0.99491,0.95011,0.9913,0.98642,0.99368,0.77846,0.32889,0.55064,0.2307,0.78334,0.000235533,0.000235533,0.000235533
135,343.141,0.39034,0.49315,0.24976,0.77261,0.99558,0.99134,0.99496,0.94611,0.99123,0.98701,0.99355,0.77577,0.32851,0.55594,0.2284,0.78306,0.000222267,0.000222267,0.000222267
136,345.752,0.37456,0.47735,0.24268,0.78047,0.99138,0.99519,0.99496,0.94897,0.98706,0.99087,0.99351,0.78478,0.32459,0.54439,0.22828,0.78313,0.000209,0.000209,0.000209
137,348.164,0.38133,0.48321,0.24639,0.78061,0.99235,0.99567,0.99496,0.95173,0.98787,0.99134,0.9936,0.78717,0.32651,0.54969,0.22933,0.78377,0.000195733,0.000195733,0.000195733
138,350.588,0.38114,0.4745,0.24488,0.78424,1,0.99428,0.995,0.94733,0.99565,0.98996,0.99374,0.78713,0.33115,0.547,0.22833,0.7841,0.000182467,0.000182467,0.000182467
139,352.855,0.36968,0.48738,0.24604,0.78012,1,0.99453,0.995,0.95018,0.99565,0.9902,0.99374,0.79044,0.323,0.52951,0.22671,0.78319,0.0001692,0.0001692,0.0001692
140,355.271,0.37361,0.47221,0.24559,0.78087,0.99656,0.99134,0.995,0.95529,0.9922,0.98701,0.99369,0.7901,0.32303,0.52784,0.22247,0.78302,0.000155933,0.000155933,0.000155933
141,396.866,0.37522,0.48904,0.24803,0.78247,0.99566,0.99416,0.99496,0.94856,0.99133,0.98983,0.99364,0.79045,0.32722,0.53297,0.22465,0.78382,0.000142667,0.000142667,0.000142667
142,399.463,0.36107,0.48239,0.24552,0.77925,0.98718,0.99965,0.99496,0.94886,0.9829,0.99533,0.99351,0.78592,0.33662,0.53888,0.22689,0.7849,0.0001294,0.0001294,0.0001294
143,401.86,0.35817,0.48404,0.23742,0.77831,0.98696,0.99567,0.99491,0.94511,0.98265,0.99134,0.99342,0.78608,0.33822,0.53873,0.22822,0.78492,0.000116133,0.000116133,0.000116133
144,404.387,0.3506,0.44552,0.23158,0.77976,0.9826,1,0.99491,0.9486,0.9826,1,0.99491,0.78796,0.32834,0.53664,0.22476,0.78435,0.000102867,0.000102867,0.000102867
145,406.76,0.34951,0.46548,0.23529,0.77259,0.98272,1,0.99483,0.9506,0.98272,1,0.99483,0.78953,0.32523,0.53286,0.22365,0.78373,8.96E-05,8.96E-05,8.96E-05
146,409.163,0.35177,0.44576,0.23425,0.77753,0.98261,1,0.99483,0.95261,0.97834,0.99567,0.99324,0.79373,0.32367,0.52759,0.22556,0.78342,7.63E-05,7.63E-05,7.63E-05
147,411.503,0.36228,0.4626,0.2364,0.77753,0.98261,1,0.99483,0.95348,0.97835,0.99567,0.99314,0.79049,0.32437,0.52521,0.22423,0.78298,6.31E-05,6.31E-05,6.31E-05
148,413.875,0.34771,0.47063,0.23414,0.76941,0.9826,1,0.99483,0.95423,0.97834,0.99567,0.99314,0.78704,0.32357,0.52541,0.22347,0.78349,4.98E-05,4.98E-05,4.98E-05
149,416.229,0.35441,0.46173,0.23698,0.77418,0.98257,1,0.99483,0.95271,0.97831,0.99567,0.99314,0.7862,0.32379,0.52737,0.22454,0.78366,3.65E-05,3.65E-05,3.65E-05
150,418.768,0.34654,0.46693,0.23049,0.77396,0.98265,1,0.99483,0.95309,0.9784,0.99567,0.99314,0.78607,0.32375,0.52827,0.22546,0.78372,2.33E-05,2.33E-05,2.33E-05
