epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,322.674,0.47393,0.60516,0.32197,0.79153,0.98296,0.99882,0.99483,0.92355,0.99124,0.97935,0.99426,0.74759,0.39453,0.58451,0.28581,0.79413,0.0003284,0.0003284,0.0003284
128,325.276,0.4905,0.6238,0.3248,0.78921,1,0.98613,0.99491,0.92191,1,0.98613,0.99491,0.75342,0.4027,0.57875,0.28739,0.79172,0.000315133,0.000315133,0.000315133
129,327.968,0.48144,0.6162,0.31805,0.79279,0.99565,0.99077,0.99496,0.92108,0.99565,0.99077,0.99496,0.75232,0.40145,0.59978,0.28785,0.79241,0.000301867,0.000301867,0.000301867
130,330.354,0.47508,0.60214,0.32311,0.79369,0.9871,0.9939,0.99483,0.92172,0.9828,0.98957,0.99425,0.75117,0.39297,0.59354,0.28657,0.79333,0.0002886,0.0002886,0.0002886
131,332.76,0.47216,0.61659,0.31931,0.79376,0.99565,0.98985,0.99487,0.92614,0.99129,0.98552,0.99421,0.75177,0.3872,0.61293,0.28615,0.79289,0.000275333,0.000275333,0.000275333
132,335.273,0.46637,0.59827,0.31841,0.79226,0.99565,0.99129,0.99487,0.92772,0.99565,0.99129,0.99487,0.7523,0.38488,0.59879,0.28012,0.79123,0.000262067,0.000262067,0.000262067
133,337.662,0.46152,0.60579,0.3127,0.79705,0.99562,0.99134,0.99491,0.92853,0.99127,0.98701,0.99391,0.75803,0.3783,0.58461,0.27811,0.79109,0.0002488,0.0002488,0.0002488
134,340.064,0.4561,0.59084,0.31117,0.79694,0.99918,0.98701,0.99496,0.93204,0.9948,0.98268,0.994,0.75264,0.38229,0.58857,0.28008,0.79113,0.000235533,0.000235533,0.000235533
135,342.405,0.46769,0.61266,0.31444,0.7825,1,0.98971,0.995,0.92512,1,0.98971,0.995,0.74851,0.39071,0.6224,0.28161,0.79123,0.000222267,0.000222267,0.000222267
136,345.033,0.45371,0.58088,0.30418,0.791,0.99997,0.99134,0.995,0.93535,0.9956,0.98701,0.99405,0.75312,0.37829,0.59449,0.28057,0.79161,0.000209,0.000209,0.000209
137,347.479,0.4572,0.60164,0.30986,0.78977,1,0.99085,0.995,0.93207,0.99563,0.98652,0.99413,0.75438,0.38326,0.59453,0.27834,0.79185,0.000195733,0.000195733,0.000195733
138,349.938,0.46832,0.6013,0.31058,0.79573,1,0.98946,0.995,0.92919,1,0.98946,0.995,0.75374,0.38841,0.593,0.27892,0.79188,0.000182467,0.000182467,0.000182467
139,352.285,0.4599,0.60594,0.31405,0.791,1,0.98939,0.995,0.93066,1,0.98939,0.995,0.76216,0.37398,0.57255,0.27525,0.79084,0.0001692,0.0001692,0.0001692
140,354.841,0.44601,0.58049,0.3083,0.78982,0.99642,0.98701,0.99496,0.9308,0.99195,0.98268,0.99422,0.76041,0.37896,0.5772,0.27635,0.7916,0.000155933,0.000155933,0.000155933
141,396.766,0.45153,0.60948,0.32249,0.79294,1,0.98989,0.995,0.92835,0.99563,0.98556,0.99435,0.75257,0.38825,0.5861,0.27583,0.7921,0.000142667,0.000142667,0.000142667
142,399.088,0.44517,0.59639,0.31189,0.79213,0.99861,0.98701,0.99496,0.92074,0.99423,0.98268,0.99439,0.75082,0.41334,0.61101,0.28741,0.79445,0.0001294,0.0001294,0.0001294
143,401.406,0.44792,0.60483,0.30328,0.79105,0.99308,0.99567,0.99496,0.92039,0.98876,0.99134,0.99443,0.75142,0.399,0.60145,0.28696,0.79344,0.000116133,0.000116133,0.000116133
144,404.038,0.4303,0.55582,0.29646,0.79035,1,0.99117,0.995,0.93073,0.99563,0.98684,0.99443,0.75665,0.37861,0.58199,0.28043,0.79032,0.000102867,0.000102867,0.000102867
145,406.467,0.42626,0.57016,0.29932,0.7832,1,0.99088,0.995,0.9341,0.99563,0.98656,0.99435,0.74887,0.37086,0.57935,0.28116,0.78942,8.96e-05,8.96e-05,8.96e-05
146,408.785,0.42677,0.5576,0.29828,0.78727,1,0.99071,0.995,0.93366,0.99563,0.98638,0.99435,0.75408,0.37235,0.57797,0.27897,0.78999,7.63333e-05,7.63333e-05,7.63333e-05
147,411.386,0.42736,0.55395,0.29748,0.78672,1,0.99087,0.995,0.93503,0.99563,0.98654,0.99435,0.75617,0.37572,0.58442,0.27852,0.79034,6.30667e-05,6.30667e-05,6.30667e-05
148,413.816,0.42509,0.5757,0.29531,0.78006,1,0.99376,0.995,0.93741,0.99564,0.98943,0.99435,0.75501,0.37288,0.59101,0.27324,0.78988,4.98e-05,4.98e-05,4.98e-05
149,416.032,0.4268,0.56836,0.29731,0.78402,1,0.99218,0.995,0.93564,0.99564,0.98785,0.9943,0.75157,0.37157,0.58983,0.27128,0.78971,3.65333e-05,3.65333e-05,3.65333e-05
150,418.256,0.41885,0.57878,0.29017,0.78448,1,0.99121,0.995,0.93333,0.99563,0.98691,0.9943,0.7504,0.36921,0.58988,0.27279,0.7895,2.32667e-05,2.32667e-05,2.32667e-05
